Case_ID,Department,Region,Priority,Channel,Customer_Type,Created_Date,Closed_Date,SLA_Days,Resolution_Hours,Status,SLA_Breach,Agent_ID,Reopen_Flag,Customer_Rating
CASE-122700,Onboarding,East,Medium,Chat,Retail,2024-08-28,2024-08-30 03:00:00,7,51,Closed,0.0,AGT-283,0,1.0
CASE-122701,Policy Update,East,Medium,Phone,SME,2024-04-22,2024-04-22 20:00:00,5,20,Closed,0.0,AGT-275,0,3.0
CASE-122702,Policy Update,South,Low,Chat,Retail,2024-03-01,,5,21,In Progress,,AGT-230,0,
CASE-122703,Customer Support,East,Medium,Phone,SME,2024-03-01,,5,34,Pending Customer,,AGT-227,0,
CASE-122704,Customer Support,West,Low,Chat,Corporate,2024-05-29,2024-05-30 12:00:00,5,36,Closed,0.0,AGT-265,0,3.0
CASE-122705,Policy Update,West,Low,Phone,Retail,2023-05-09,2023-05-11 02:00:00,7,50,Closed,0.0,AGT-158,0,4.0
CASE-122706,Claims Processing,East,Low,Phone,Retail,2023-09-06,2023-09-07 02:00:00,3,26,Closed,0.0,AGT-180,0,4.0
CASE-122707,Policy Update,Central,Medium,Portal,Retail,2023-05-11,2023-05-15 20:00:00,15,116,Closed,0.0,AGT-111,1,4.0
CASE-122708,Claims Processing,North,Medium,Portal,SME,2024-11-19,2024-11-20 02:00:00,3,26,Closed,0.0,AGT-246,0,5.0
CASE-122709,Policy Update,North,High,Portal,SME,2023-11-19,2023-11-20 16:00:00,5,40,Closed,0.0,AGT-162,1,5.0
CASE-122710,Onboarding,South,Medium,Email,Retail,2024-06-26,2024-06-27 00:00:00,3,24,Closed,0.0,AGT-110,0,3.0
CASE-122711,Policy Update,Central,Medium,Chat,SME,2023-03-07,2023-03-08 20:00:00,5,44,Closed,0.0,AGT-135,0,4.0
CASE-122712,Claims Processing,East,High,Email,Retail,2024-12-18,,5,20,In Progress,,AGT-141,0,
CASE-122713,Customer Support,North,Low,Phone,Retail,2023-04-11,2023-04-12 02:00:00,3,26,Closed,0.0,AGT-103,0,3.0
CASE-122714,Claims Processing,South,Medium,Chat,Retail,2023-01-31,2023-02-05 15:00:00,15,135,Closed,0.0,AGT-191,0,2.0
CASE-122715,Policy Update,North,Medium,Portal,Retail,2023-07-10,2023-07-10 09:00:00,5,9,Closed,0.0,AGT-275,0,2.0
CASE-122716,Customer Support,West,Medium,Portal,Retail,2024-07-31,2024-08-02 01:00:00,5,49,Closed,0.0,AGT-127,0,1.0
CASE-122717,Policy Update,East,High,Phone,Retail,2024-02-19,2024-02-21 08:00:00,5,56,Closed,0.0,AGT-268,0,2.0
CASE-122718,Billing,West,Medium,Phone,Corporate,2024-12-14,2024-12-14 19:00:00,3,19,Closed,0.0,AGT-108,0,3.0
CASE-122719,Policy Update,South,Medium,Email,SME,2024-05-14,2024-05-15 05:00:00,5,29,Closed,0.0,AGT-271,0,4.0
CASE-122720,Billing,Central,Low,Chat,SME,2024-08-17,,5,20,In Progress,,AGT-229,0,
CASE-122721,Claims Processing,Central,High,Chat,SME,2023-02-15,2023-02-17 05:00:00,5,53,Closed,0.0,AGT-194,0,3.0
CASE-122722,Claims Processing,South,High,Email,Retail,2023-03-30,2023-04-02 15:00:00,10,87,Closed,0.0,AGT-237,0,5.0
CASE-122723,Policy Update,Central,Medium,Phone,SME,2024-11-28,2024-11-28 17:00:00,3,17,Closed,0.0,AGT-172,0,3.0
CASE-122724,Customer Support,East,Medium,Email,Corporate,2024-01-10,2024-01-12 18:00:00,7,66,Closed,0.0,AGT-298,0,4.0
CASE-122725,Claims Processing,North,Low,Portal,Corporate,2024-12-01,2024-12-01 23:00:00,3,23,Closed,0.0,AGT-253,0,4.0
CASE-122726,Billing,West,Low,Email,Retail,2023-09-03,2023-09-03 18:00:00,5,18,Closed,0.0,AGT-183,0,5.0
CASE-122727,Customer Support,North,High,Portal,Retail,2024-07-11,2024-07-12 16:00:00,5,40,Closed,0.0,AGT-271,0,1.0
CASE-122728,Policy Update,West,Low,Portal,Retail,2023-09-14,2023-09-14 19:00:00,3,19,Closed,0.0,AGT-296,0,4.0
CASE-122729,Billing,North,Low,Phone,Corporate,2023-12-18,2023-12-19 19:00:00,5,43,Closed,0.0,AGT-241,0,3.0
CASE-122730,Policy Update,East,Low,Chat,SME,2024-07-26,2024-07-28 17:00:00,5,65,Closed,0.0,AGT-124,0,3.0
CASE-122731,Customer Support,East,Critical,Portal,Corporate,2023-04-15,2023-04-19 12:00:00,15,108,Closed,0.0,AGT-243,0,5.0
CASE-122732,Onboarding,East,Medium,Portal,Retail,2023-12-03,2023-12-04 15:00:00,7,39,Closed,0.0,AGT-296,0,4.0
CASE-122733,Customer Support,West,Medium,Phone,SME,2024-06-09,,3,10,In Progress,,AGT-259,0,
CASE-122734,Customer Support,East,Low,Phone,Corporate,2023-10-28,2023-10-29 01:00:00,3,25,Closed,0.0,AGT-219,0,4.0
CASE-122735,Claims Processing,South,Medium,Email,Retail,2023-03-18,2023-03-19 10:00:00,3,34,Closed,0.0,AGT-237,0,5.0
CASE-122736,Claims Processing,North,Low,Email,Corporate,2024-05-25,2024-05-25 15:00:00,3,15,Closed,0.0,AGT-180,0,5.0
CASE-122737,Customer Support,South,High,Email,Retail,2023-08-18,2023-08-19 01:00:00,7,25,Closed,0.0,AGT-154,0,4.0
CASE-122738,Policy Update,South,Low,Email,Retail,2024-11-09,2024-11-11 15:00:00,10,63,Closed,0.0,AGT-145,0,3.0
CASE-122739,Billing,East,Low,Chat,Retail,2024-07-31,2024-07-31 19:00:00,3,19,Closed,0.0,AGT-238,0,5.0
CASE-122740,Billing,South,Critical,Email,Retail,2023-02-01,2023-02-02 05:00:00,5,29,Closed,0.0,AGT-245,0,4.0
CASE-122741,Billing,South,Medium,Chat,SME,2024-08-30,,5,39,Escalated,,AGT-138,0,
CASE-122742,Claims Processing,North,High,Email,Retail,2023-02-27,,7,34,Escalated,,AGT-145,0,
CASE-122743,Policy Update,West,Medium,Chat,SME,2023-04-14,,3,12,In Progress,,AGT-175,0,
CASE-122744,Billing,North,Low,Email,Corporate,2023-11-08,2023-11-11 05:00:00,15,77,Closed,0.0,AGT-204,0,5.0
CASE-122745,Claims Processing,North,Low,Chat,Corporate,2024-10-07,2024-10-09 16:00:00,7,64,Closed,0.0,AGT-236,1,5.0
CASE-122746,Claims Processing,West,High,Portal,Retail,2024-12-29,2025-01-02 11:00:00,15,107,Closed,0.0,AGT-132,0,4.0
CASE-122747,Onboarding,West,Critical,Chat,Retail,2023-03-08,2023-03-09 16:00:00,5,40,Closed,0.0,AGT-220,0,4.0
CASE-122748,Claims Processing,South,Medium,Email,Retail,2024-11-20,2024-11-20 19:00:00,5,19,Closed,0.0,AGT-234,0,5.0
CASE-122749,Onboarding,North,Low,Email,SME,2024-01-09,2024-01-11 00:00:00,7,48,Closed,0.0,AGT-121,0,3.0
CASE-122750,Onboarding,Central,Medium,Chat,SME,2023-08-23,2023-08-24 23:00:00,7,47,Closed,0.0,AGT-257,0,5.0
CASE-122751,Policy Update,East,Medium,Phone,Retail,2024-10-04,2024-10-05 08:00:00,3,32,Closed,0.0,AGT-136,0,4.0
CASE-122752,Claims Processing,North,High,Portal,Retail,2023-04-22,,15,72,In Progress,,AGT-281,0,
CASE-122753,Billing,South,Low,Email,Retail,2024-01-24,2024-01-28 08:00:00,10,104,Closed,0.0,AGT-267,0,5.0
CASE-122754,Billing,South,Low,Phone,Retail,2024-02-12,2024-02-12 13:00:00,3,13,Closed,0.0,AGT-243,0,5.0
CASE-122755,Policy Update,East,Medium,Phone,Retail,2023-02-23,2023-02-24 11:00:00,5,35,Closed,0.0,AGT-252,0,4.0
CASE-122756,Claims Processing,East,Medium,Portal,Retail,2023-08-27,,5,18,In Progress,,AGT-153,0,
CASE-122757,Billing,West,Medium,Portal,Retail,2023-10-22,2023-10-25 00:00:00,10,72,Closed,0.0,AGT-220,0,1.0
CASE-122758,Policy Update,North,Low,Email,SME,2023-04-22,2023-04-24 13:00:00,7,61,Closed,0.0,AGT-142,0,3.0
CASE-122759,Claims Processing,East,Medium,Phone,Retail,2023-03-29,2023-03-29 21:00:00,3,21,Closed,0.0,AGT-271,0,5.0
CASE-122760,Onboarding,South,Medium,Phone,SME,2024-04-20,,3,9,Pending Customer,,AGT-150,0,
CASE-122761,Onboarding,Central,Medium,Email,SME,2023-10-31,2023-11-01 15:00:00,5,39,Closed,0.0,AGT-276,0,4.0
CASE-122762,Policy Update,East,Low,Chat,SME,2023-11-01,,3,14,Escalated,,AGT-119,0,
CASE-122763,Customer Support,South,High,Email,SME,2023-10-17,,3,17,In Progress,,AGT-289,0,
CASE-122764,Onboarding,North,Low,Phone,SME,2023-07-27,2023-07-29 19:00:00,7,67,Closed,0.0,AGT-225,0,1.0
CASE-122765,Customer Support,East,Low,Phone,Retail,2024-08-04,2024-08-06 22:00:00,7,70,Closed,0.0,AGT-107,0,5.0
CASE-122766,Claims Processing,South,High,Email,Retail,2024-01-05,2024-01-06 20:00:00,5,44,Closed,0.0,AGT-226,0,4.0
CASE-122767,Customer Support,Central,Medium,Phone,Corporate,2023-08-08,2023-08-11 20:00:00,7,92,Closed,0.0,AGT-128,1,5.0
CASE-122768,Claims Processing,East,Medium,Chat,Retail,2023-08-19,2023-08-20 01:00:00,3,25,Closed,0.0,AGT-201,0,5.0
CASE-122769,Billing,Central,High,Email,SME,2023-12-15,2023-12-16 15:00:00,5,39,Closed,0.0,AGT-233,0,3.0
CASE-122770,Claims Processing,West,Low,Phone,Corporate,2023-09-12,2023-09-15 08:00:00,7,80,Closed,0.0,AGT-161,0,5.0
CASE-122771,Claims Processing,North,Medium,Chat,Retail,2024-03-27,,5,5,Pending Customer,,AGT-142,0,
CASE-122772,Claims Processing,East,High,Portal,Retail,2023-05-22,2023-05-23 17:00:00,5,41,Closed,0.0,AGT-297,0,5.0
CASE-122773,Onboarding,South,Medium,Phone,Retail,2023-03-10,,3,18,In Progress,,AGT-169,0,
CASE-122774,Policy Update,Central,High,Chat,Retail,2023-03-30,2023-03-31 16:00:00,5,40,Closed,0.0,AGT-260,0,5.0
CASE-122775,Billing,South,Medium,Email,SME,2023-05-16,2023-05-17 05:00:00,10,29,Closed,0.0,AGT-242,0,2.0
CASE-122776,Policy Update,North,Low,Chat,Retail,2024-10-16,2024-10-18 09:00:00,5,57,Closed,0.0,AGT-110,0,5.0
CASE-122777,Claims Processing,East,Medium,Chat,Retail,2024-11-29,,3,11,In Progress,,AGT-111,0,
CASE-122778,Onboarding,Central,Low,Email,Corporate,2024-06-06,2024-06-08 15:00:00,10,63,Closed,0.0,AGT-247,0,4.0
CASE-122779,Customer Support,Central,Medium,Chat,SME,2024-10-21,2024-10-22 07:00:00,3,31,Closed,0.0,AGT-107,0,4.0
CASE-122780,Billing,North,Low,Portal,SME,2024-03-17,2024-03-18 15:00:00,5,39,Closed,0.0,AGT-218,0,5.0
CASE-122781,Onboarding,Central,High,Portal,SME,2023-02-07,2023-02-09 04:00:00,5,52,Closed,0.0,AGT-196,0,4.0
CASE-122782,Policy Update,Central,High,Portal,Retail,2023-07-27,,10,44,In Progress,,AGT-264,0,
CASE-122783,Onboarding,West,Medium,Portal,Corporate,2023-07-29,2023-07-30 14:00:00,7,38,Closed,0.0,AGT-237,0,1.0
CASE-122784,Billing,East,Medium,Portal,Retail,2024-05-27,2024-05-27 17:00:00,5,17,Closed,0.0,AGT-174,0,4.0
CASE-122785,Billing,South,Low,Portal,Retail,2023-12-26,2023-12-27 10:00:00,7,34,Closed,0.0,AGT-255,0,4.0
CASE-122786,Claims Processing,East,Medium,Portal,Retail,2024-07-30,2024-07-31 15:00:00,5,39,Closed,0.0,AGT-239,0,5.0
CASE-122787,Policy Update,East,High,Email,Retail,2023-01-01,2023-01-02 04:00:00,3,28,Closed,0.0,AGT-287,0,4.0
CASE-122788,Claims Processing,North,High,Portal,Retail,2024-01-16,2024-01-19 05:00:00,7,77,Closed,0.0,AGT-245,0,4.0
CASE-122789,Claims Processing,West,Medium,Email,SME,2024-06-20,2024-06-20 22:00:00,5,22,Closed,0.0,AGT-124,0,4.0
CASE-122790,Onboarding,North,Low,Chat,Retail,2024-01-29,2024-01-30 03:00:00,7,27,Closed,0.0,AGT-291,0,2.0
CASE-122791,Customer Support,West,Medium,Email,Corporate,2023-02-19,,3,15,Cancelled,,AGT-200,0,
CASE-122792,Claims Processing,West,Medium,Phone,Corporate,2024-01-31,2024-01-31 14:00:00,3,14,Closed,0.0,AGT-235,0,5.0
CASE-122793,Onboarding,Central,Low,Chat,Retail,2023-02-01,2023-02-02 10:00:00,5,34,Closed,0.0,AGT-264,0,3.0
CASE-122794,Onboarding,West,High,Chat,Retail,2024-06-28,2024-06-29 16:00:00,5,40,Closed,0.0,AGT-249,0,4.0
CASE-122795,Onboarding,South,High,Chat,SME,2024-12-12,,3,14,In Progress,,AGT-209,1,
CASE-122796,Claims Processing,South,Low,Email,Retail,2023-08-22,2023-08-22 18:00:00,3,18,Closed,0.0,AGT-133,0,3.0
CASE-122797,Billing,Central,Medium,Portal,Retail,2023-01-26,2023-01-26 21:00:00,7,21,Closed,0.0,AGT-286,0,4.0
CASE-122798,Customer Support,East,Medium,Email,Retail,2024-07-07,2024-07-08 03:00:00,3,27,Closed,0.0,AGT-256,0,2.0
CASE-122799,Policy Update,East,Low,Email,Retail,2024-03-09,2024-03-10 22:00:00,5,46,Closed,0.0,AGT-207,0,4.0
CASE-122800,Billing,Central,High,Phone,Corporate,2023-03-02,2023-03-04 18:00:00,5,66,Closed,0.0,AGT-100,0,3.0
CASE-122801,Billing,West,Low,Portal,Retail,2024-07-06,2024-07-07 15:00:00,5,39,Closed,0.0,AGT-186,0,2.0
CASE-122802,Customer Support,West,High,Email,Retail,2024-03-16,2024-03-20 02:00:00,10,98,Closed,0.0,AGT-289,0,5.0
CASE-122803,Billing,Central,Low,Email,Retail,2023-05-10,2023-05-10 21:00:00,3,21,Closed,0.0,AGT-233,0,5.0
CASE-122804,Claims Processing,Central,Low,Portal,Retail,2023-12-20,2023-12-21 22:00:00,10,46,Closed,0.0,AGT-253,0,5.0
CASE-122805,Policy Update,South,Low,Chat,Retail,2023-07-17,2023-07-18 07:00:00,7,31,Closed,0.0,AGT-193,0,2.0
CASE-122806,Onboarding,East,Low,Portal,Retail,2024-10-24,2024-10-26 00:00:00,5,48,Closed,0.0,AGT-187,0,3.0
CASE-122807,Customer Support,Central,Medium,Chat,Corporate,2024-12-16,2024-12-18 20:00:00,10,68,Closed,0.0,AGT-161,1,4.0
CASE-122808,Customer Support,South,Low,Chat,Corporate,2024-11-24,2024-11-26 17:00:00,7,65,Closed,0.0,AGT-259,0,5.0
CASE-122809,Onboarding,North,High,Chat,Retail,2024-01-06,2024-01-10 13:00:00,10,109,Closed,0.0,AGT-114,0,4.0
CASE-122810,Customer Support,South,High,Portal,Corporate,2024-12-19,,5,16,In Progress,,AGT-244,1,
CASE-122811,Policy Update,Central,Low,Email,Corporate,2023-05-27,2023-05-28 22:00:00,5,46,Closed,0.0,AGT-110,0,4.0
CASE-122812,Claims Processing,South,Low,Portal,Retail,2024-12-16,2024-12-18 07:00:00,5,55,Closed,0.0,AGT-125,0,3.0
CASE-122813,Claims Processing,East,Low,Email,Retail,2024-05-12,2024-05-12 13:00:00,3,13,Closed,0.0,AGT-282,0,4.0
CASE-122814,Claims Processing,East,Low,Phone,Retail,2023-02-17,,10,57,In Progress,,AGT-165,0,
CASE-122815,Billing,South,Medium,Email,Retail,2024-10-12,2024-10-13 20:00:00,7,44,Closed,0.0,AGT-203,0,5.0
CASE-122816,Policy Update,Central,Low,Chat,Retail,2023-06-21,2023-06-24 04:00:00,7,76,Closed,0.0,AGT-253,0,5.0
CASE-122817,Billing,East,Low,Portal,Retail,2024-09-04,2024-09-07 00:00:00,10,72,Closed,0.0,AGT-120,1,3.0
CASE-122818,Claims Processing,East,High,Email,Retail,2024-11-29,2024-12-03 02:00:00,15,98,Closed,0.0,AGT-283,0,5.0
CASE-122819,Customer Support,West,Medium,Phone,Corporate,2023-11-11,2023-11-12 03:00:00,3,27,Closed,0.0,AGT-289,0,4.0
CASE-122820,Customer Support,West,Low,Phone,Retail,2024-01-11,2024-01-14 03:00:00,7,75,Closed,0.0,AGT-204,0,1.0
CASE-122821,Policy Update,North,Medium,Email,Retail,2024-06-16,2024-06-18 05:00:00,5,53,Closed,0.0,AGT-281,0,4.0
CASE-122822,Customer Support,South,High,Portal,SME,2024-02-24,,5,23,Pending Customer,,AGT-126,0,
CASE-122823,Billing,South,High,Chat,Retail,2024-01-31,2024-02-03 23:00:00,15,95,Closed,0.0,AGT-206,0,3.0
CASE-122824,Policy Update,South,Medium,Portal,Retail,2024-06-05,2024-06-09 13:00:00,10,109,Closed,0.0,AGT-254,0,3.0
CASE-122825,Customer Support,Central,Low,Chat,Retail,2023-07-06,2023-07-08 06:00:00,7,54,Closed,0.0,AGT-246,0,4.0
CASE-122826,Customer Support,South,Medium,Phone,Retail,2024-10-06,2024-10-07 22:00:00,5,46,Closed,0.0,AGT-242,1,5.0
CASE-122827,Policy Update,Central,Medium,Portal,Retail,2023-02-02,2023-02-04 01:00:00,7,49,Closed,0.0,AGT-146,0,5.0
CASE-122828,Claims Processing,East,Critical,Portal,SME,2023-03-10,2023-03-11 10:00:00,5,34,Closed,0.0,AGT-209,1,5.0
CASE-122829,Customer Support,Central,High,Portal,Retail,2024-08-14,2024-08-15 03:00:00,3,27,Closed,0.0,AGT-273,0,5.0
CASE-122830,Customer Support,West,Medium,Chat,Corporate,2023-07-10,2023-07-11 22:00:00,5,46,Closed,0.0,AGT-166,0,4.0
CASE-122831,Claims Processing,Central,Low,Portal,Retail,2023-04-11,2023-04-12 17:00:00,3,41,Closed,0.0,AGT-243,0,4.0
CASE-122832,Onboarding,South,Low,Portal,Retail,2024-04-29,2024-04-30 09:00:00,5,33,Closed,0.0,AGT-145,0,4.0
CASE-122833,Customer Support,East,Medium,Portal,Retail,2023-10-12,2023-10-14 19:00:00,7,67,Closed,0.0,AGT-188,0,3.0
CASE-122834,Claims Processing,North,Low,Phone,SME,2024-01-25,2024-01-25 22:00:00,3,22,Closed,0.0,AGT-233,0,4.0
CASE-122835,Customer Support,South,Low,Portal,Retail,2024-07-18,2024-07-21 15:00:00,7,87,Closed,0.0,AGT-152,1,3.0
CASE-122836,Billing,West,Medium,Portal,Retail,2023-06-09,,3,13,In Progress,,AGT-253,0,
CASE-122837,Claims Processing,West,High,Email,Retail,2024-07-07,2024-07-08 19:00:00,5,43,Closed,0.0,AGT-226,0,4.0
CASE-122838,Billing,West,Medium,Email,SME,2023-02-16,2023-02-17 02:00:00,5,26,Closed,0.0,AGT-157,0,5.0
CASE-122839,Policy Update,West,Low,Phone,Retail,2023-06-08,2023-06-10 10:00:00,7,58,Closed,0.0,AGT-121,0,4.0
CASE-122840,Policy Update,Central,Medium,Phone,SME,2024-03-21,,7,30,In Progress,,AGT-253,0,
CASE-122841,Billing,Central,Low,Chat,Retail,2024-11-26,2024-11-27 05:00:00,5,29,Closed,0.0,AGT-134,0,3.0
CASE-122842,Policy Update,East,Low,Phone,Corporate,2024-06-06,2024-06-06 16:00:00,3,16,Closed,0.0,AGT-103,0,4.0
CASE-122843,Policy Update,South,Medium,Chat,Retail,2024-10-27,,7,22,In Progress,,AGT-279,0,
CASE-122844,Customer Support,South,Low,Phone,Retail,2023-06-04,,5,7,Escalated,,AGT-216,0,
CASE-122845,Billing,Central,Low,Chat,SME,2023-12-05,,5,22,In Progress,,AGT-165,0,
CASE-122846,Onboarding,West,High,Chat,SME,2023-12-31,,3,19,Escalated,,AGT-208,0,
CASE-122847,Policy Update,East,Critical,Phone,Retail,2024-11-29,2024-11-30 03:00:00,3,27,Closed,0.0,AGT-191,0,2.0
CASE-122848,Billing,West,Low,Email,SME,2024-07-27,2024-07-28 07:00:00,5,31,Closed,0.0,AGT-153,0,4.0
CASE-122849,Policy Update,Central,Low,Chat,Corporate,2023-05-28,2023-05-30 09:00:00,5,57,Closed,0.0,AGT-151,0,1.0
CASE-122850,Billing,South,Low,Email,Retail,2023-05-24,2023-05-25 08:00:00,5,32,Closed,0.0,AGT-167,0,5.0
CASE-122851,Billing,South,Low,Phone,Retail,2023-04-13,2023-04-15 01:00:00,5,49,Closed,0.0,AGT-256,0,3.0
CASE-122852,Customer Support,West,High,Portal,Corporate,2023-04-03,2023-04-04 16:00:00,5,40,Closed,0.0,AGT-237,0,1.0
CASE-122853,Claims Processing,North,Low,Phone,Retail,2023-10-13,,10,32,In Progress,,AGT-195,0,
CASE-122854,Customer Support,South,Medium,Chat,SME,2024-02-28,,5,32,In Progress,,AGT-258,0,
CASE-122855,Claims Processing,East,Low,Email,Retail,2023-04-29,2023-05-01 02:00:00,5,50,Closed,0.0,AGT-101,0,3.0
CASE-122856,Billing,West,Low,Email,Corporate,2023-01-29,2023-01-30 02:00:00,3,26,Closed,0.0,AGT-194,0,3.0
CASE-122857,Customer Support,East,Medium,Email,Retail,2024-05-25,2024-05-26 13:00:00,5,37,Closed,0.0,AGT-200,1,1.0
CASE-122858,Customer Support,Central,Medium,Email,Retail,2023-01-30,2023-02-01 02:00:00,7,50,Closed,0.0,AGT-124,0,5.0
CASE-122859,Policy Update,Central,High,Phone,Corporate,2024-01-01,2024-01-03 12:00:00,5,60,Closed,0.0,AGT-298,0,5.0
CASE-122860,Customer Support,West,Medium,Chat,SME,2023-05-18,,10,39,Pending Customer,,AGT-120,0,
CASE-122861,Billing,Central,Medium,Phone,Retail,2024-04-19,2024-04-20 11:00:00,7,35,Closed,0.0,AGT-269,0,5.0
CASE-122862,Customer Support,East,High,Phone,SME,2024-07-16,2024-07-19 09:00:00,10,81,Closed,0.0,AGT-157,1,3.0
CASE-122863,Policy Update,South,Low,Email,SME,2024-01-27,2024-01-28 08:00:00,3,32,Closed,0.0,AGT-174,1,5.0
CASE-122864,Policy Update,West,High,Portal,Retail,2024-03-10,2024-03-11 14:00:00,5,38,Closed,0.0,AGT-130,0,5.0
CASE-122865,Billing,East,Low,Chat,SME,2023-08-22,2023-08-23 05:00:00,5,29,Closed,0.0,AGT-267,0,4.0
CASE-122866,Policy Update,East,Low,Email,Retail,2023-02-24,2023-02-25 14:00:00,7,38,Closed,0.0,AGT-294,0,2.0
CASE-122867,Billing,South,Low,Email,Retail,2023-10-19,2023-10-20 06:00:00,5,30,Closed,0.0,AGT-178,0,5.0
CASE-122868,Onboarding,East,Low,Portal,Retail,2023-11-08,2023-11-10 04:00:00,7,52,Closed,0.0,AGT-103,0,3.0
CASE-122869,Customer Support,Central,Medium,Email,Retail,2024-07-01,2024-07-02 16:00:00,5,40,Closed,0.0,AGT-286,0,4.0
CASE-122870,Customer Support,South,Medium,Portal,Retail,2023-03-30,,3,23,Pending Customer,,AGT-175,0,
CASE-122871,Billing,North,Medium,Chat,SME,2023-07-31,2023-08-01 00:00:00,5,24,Closed,0.0,AGT-280,1,5.0
CASE-122872,Onboarding,East,High,Chat,SME,2023-11-14,2023-11-15 12:00:00,3,36,Closed,0.0,AGT-194,0,4.0
CASE-122873,Onboarding,Central,Medium,Email,SME,2024-04-09,2024-04-10 02:00:00,3,26,Closed,0.0,AGT-205,0,4.0
CASE-122874,Billing,Central,Low,Email,Retail,2023-03-28,2023-03-28 18:00:00,3,18,Closed,0.0,AGT-109,0,3.0
CASE-122875,Policy Update,South,Medium,Chat,SME,2024-02-13,2024-02-14 11:00:00,3,35,Closed,0.0,AGT-142,1,4.0
CASE-122876,Customer Support,Central,Medium,Portal,SME,2023-08-28,2023-08-31 02:00:00,7,74,Closed,0.0,AGT-228,0,4.0
CASE-122877,Onboarding,South,Low,Portal,SME,2024-11-30,2024-12-02 02:00:00,5,50,Closed,0.0,AGT-100,0,4.0
CASE-122878,Onboarding,North,Low,Phone,Retail,2023-02-26,,3,18,In Progress,,AGT-290,0,
CASE-122879,Customer Support,South,Low,Email,SME,2023-04-23,2023-04-24 23:00:00,5,47,Closed,0.0,AGT-223,1,4.0
CASE-122880,Customer Support,South,Low,Chat,Retail,2023-03-11,2023-03-15 06:00:00,10,102,Closed,0.0,AGT-244,0,4.0
CASE-122881,Billing,South,Critical,Portal,Retail,2024-11-22,,5,38,Escalated,,AGT-203,0,
CASE-122882,Claims Processing,Central,Low,Email,Corporate,2023-07-03,2023-07-07 21:00:00,15,117,Closed,0.0,AGT-232,0,4.0
CASE-122883,Billing,North,High,Phone,Retail,2024-12-03,2024-12-04 03:00:00,5,27,Closed,0.0,AGT-169,0,3.0
CASE-122884,Billing,North,Medium,Email,Retail,2023-10-03,2023-10-08 23:00:00,15,143,Closed,0.0,AGT-250,0,5.0
CASE-122885,Billing,South,Medium,Portal,Corporate,2023-08-21,2023-08-22 08:00:00,3,32,Closed,0.0,AGT-147,0,5.0
CASE-122886,Claims Processing,East,Medium,Chat,Retail,2023-02-23,2023-02-24 22:00:00,5,46,Closed,0.0,AGT-105,0,4.0
CASE-122887,Claims Processing,East,High,Portal,Retail,2023-09-14,2023-09-18 11:00:00,7,107,Closed,0.0,AGT-266,0,2.0
CASE-122888,Onboarding,South,Medium,Chat,Retail,2023-03-31,2023-04-05 00:00:00,15,120,Closed,0.0,AGT-207,0,5.0
CASE-122889,Customer Support,East,Low,Portal,SME,2024-10-24,2024-10-27 16:00:00,10,88,Closed,0.0,AGT-248,0,2.0
CASE-122890,Policy Update,East,Low,Email,Retail,2024-03-10,2024-03-11 07:00:00,5,31,Closed,0.0,AGT-105,0,3.0
CASE-122891,Policy Update,South,Low,Phone,Retail,2024-09-16,2024-09-17 08:00:00,3,32,Closed,0.0,AGT-120,0,2.0
CASE-122892,Claims Processing,Central,Low,Phone,Retail,2024-02-12,2024-02-13 16:00:00,5,40,Closed,0.0,AGT-165,0,5.0
CASE-122893,Onboarding,South,Medium,Phone,Corporate,2023-09-26,2023-09-26 23:00:00,3,23,Closed,0.0,AGT-115,0,4.0
CASE-122894,Customer Support,West,Critical,Portal,Retail,2024-10-30,2024-10-31 18:00:00,5,42,Closed,0.0,AGT-113,0,5.0
CASE-122895,Customer Support,East,Low,Portal,Retail,2024-01-01,,5,33,Pending Customer,,AGT-288,0,
CASE-122896,Customer Support,South,Medium,Chat,SME,2023-12-17,2023-12-17 21:00:00,5,21,Closed,0.0,AGT-244,0,5.0
CASE-122897,Customer Support,Central,Medium,Portal,Retail,2023-10-26,2023-10-29 08:00:00,10,80,Closed,0.0,AGT-109,0,4.0
CASE-122898,Billing,North,Low,Chat,Retail,2023-06-08,,3,14,In Progress,,AGT-178,0,
CASE-122899,Billing,Central,Medium,Portal,SME,2024-05-01,2024-05-02 13:00:00,5,37,Closed,0.0,AGT-249,0,3.0
CASE-122900,Customer Support,East,High,Phone,Retail,2024-06-09,2024-06-10 17:00:00,5,41,Closed,0.0,AGT-178,0,4.0
CASE-122901,Onboarding,West,Medium,Phone,Retail,2023-12-21,2023-12-22 16:00:00,5,40,Closed,0.0,AGT-127,0,3.0
CASE-122902,Customer Support,West,Low,Email,Retail,2024-09-12,2024-09-13 16:00:00,5,40,Closed,0.0,AGT-111,0,2.0
CASE-122903,Claims Processing,East,High,Chat,Retail,2024-02-05,2024-02-05 14:00:00,3,14,Closed,0.0,AGT-176,0,4.0
CASE-122904,Onboarding,West,High,Chat,Corporate,2024-02-09,2024-02-12 16:00:00,10,88,Closed,0.0,AGT-130,0,3.0
CASE-122905,Billing,North,Low,Email,Retail,2023-04-06,2023-04-07 22:00:00,5,46,Closed,0.0,AGT-152,0,1.0
CASE-122906,Customer Support,South,High,Portal,Retail,2024-12-07,,3,7,Pending Customer,,AGT-107,0,
